dat_iniciosemana;dat_fimsemana;ano_referencia;mes_referencia;num_revisao;nom_semanaoperativa;cod_usinaplanejamento;id_subsistema;nom_subsistema;nom_usina;val_cvu
2026-01-24;2026-01-30;2026;1;4;PMO Janeiro 2026 - Revisão 4;107;S;Sul;PAMPA SUL;105.94
2026-01-24;2026-01-30;2026;1;4;PMO Janeiro 2026 - Revisão 4;149;S;Sul;SAO SEPE;118.84
2026-01-24;2026-01-30;2026;1;4;PMO Janeiro 2026 - Revisão 4;24;S;Sul;J.LACER. C;346.07
2026-01-24;2026-01-30;2026;1;4;PMO Janeiro 2026 - Revisão 4;25;S;Sul;J.LACER. B;405.38
2026-01-24;2026-01-30;2026;1;4;PMO Janeiro 2026 - Revisão 4;27;S;Sul;J.LAC. A2;415.07
2026-01-24;2026-01-30;2026;1;4;PMO Janeiro 2026 - Revisão 4;26;S;Sul;J.LAC. A1;517.23
2026-01-24;2026-01-30;2026;1;4;PMO Janeiro 2026 - Revisão 4;156;S;Sul;CANDIOTA_3;519.71
2026-01-24;2026-01-30;2026;1;4;PMO Janeiro 2026 - Revisão 4;48;S;Sul;ARAUCARIA;969.68
2026-01-24;2026-01-30;2026;1;4;PMO Janeiro 2026 - Revisão 4;64;S;Sul;S.TIARAJU;1375.2
2026-01-24;2026-01-30;2026;1;4;PMO Janeiro 2026 - Revisão 4;108;SE;Sudeste/Centro-Oeste;XAVANTES;0.0
2026-01-24;2026-01-30;2026;1;4;PMO Janeiro 2026 - Revisão 4;182;SE;Sudeste/Centro-Oeste;PALMEIR_GO;0.0
2026-01-24;2026-01-30;2026;1;4;PMO Janeiro 2026 - Revisão 4;434;SE;Sudeste/Centro-Oeste;W.ARJONA O;0.0
2026-01-24;2026-01-30;2026;1;4;PMO Janeiro 2026 - Revisão 4;183;SE;Sudeste/Centro-Oeste;ATLANTICO;0.0
2026-01-24;2026-01-30;2026;1;4;PMO Janeiro 2026 - Revisão 4;248;SE;Sudeste/Centro-Oeste;MPPAULINIA;0.0
2026-01-24;2026-01-30;2026;1;4;PMO Janeiro 2026 - Revisão 4;194;SE;Sudeste/Centro-Oeste;TNORTE 2;0.0
2026-01-24;2026-01-30;2026;1;4;PMO Janeiro 2026 - Revisão 4;65;SE;Sudeste/Centro-Oeste;ATLAN_CSA;0.0
2026-01-24;2026-01-30;2026;1;4;PMO Janeiro 2026 - Revisão 4;153;SE;Sudeste/Centro-Oeste;DAIA;0.0
2026-01-24;2026-01-30;2026;1;4;PMO Janeiro 2026 - Revisão 4;13;SE;Sudeste/Centro-Oeste;ANGRA 2;20.12
2026-01-24;2026-01-30;2026;1;4;PMO Janeiro 2026 - Revisão 4;1;SE;Sudeste/Centro-Oeste;ANGRA 1;31.17
2026-01-24;2026-01-30;2026;1;4;PMO Janeiro 2026 - Revisão 4;236;SE;Sudeste/Centro-Oeste;M.AZUL;128.17
2026-01-24;2026-01-30;2026;1;4;PMO Janeiro 2026 - Revisão 4;229;SE;Sudeste/Centro-Oeste;O.PINTADA;152.33
2026-01-24;2026-01-30;2026;1;4;PMO Janeiro 2026 - Revisão 4;146;SE;Sudeste/Centro-Oeste;UTE STA VI;164.56
2026-01-24;2026-01-30;2026;1;4;PMO Janeiro 2026 - Revisão 4;4;SE;Sudeste/Centro-Oeste;ST.CRUZ 34;310.41
2026-01-24;2026-01-30;2026;1;4;PMO Janeiro 2026 - Revisão 4;211;SE;Sudeste/Centro-Oeste;BAIXADA FL;314.89
2026-01-24;2026-01-30;2026;1;4;PMO Janeiro 2026 - Revisão 4;86;SE;Sudeste/Centro-Oeste;SANTA CRUZ;319.46
2026-01-24;2026-01-30;2026;1;4;PMO Janeiro 2026 - Revisão 4;97;SE;Sudeste/Centro-Oeste;CUBATAO;342.53
2026-01-24;2026-01-30;2026;1;4;PMO Janeiro 2026 - Revisão 4;238;SE;Sudeste/Centro-Oeste;UTE GNA II;445.95
2026-01-24;2026-01-30;2026;1;4;PMO Janeiro 2026 - Revisão 4;137;SE;Sudeste/Centro-Oeste;UTE GNA I;617.01
2026-01-24;2026-01-30;2026;1;4;PMO Janeiro 2026 - Revisão 4;245;SE;Sudeste/Centro-Oeste;KARKEY 013;703.1
2026-01-24;2026-01-30;2026;1;4;PMO Janeiro 2026 - Revisão 4;246;SE;Sudeste/Centro-Oeste;KARKEY 019;703.1
2026-01-24;2026-01-30;2026;1;4;PMO Janeiro 2026 - Revisão 4;68;SE;Sudeste/Centro-Oeste;TRES LAGOA;766.64
2026-01-24;2026-01-30;2026;1;4;PMO Janeiro 2026 - Revisão 4;12;SE;Sudeste/Centro-Oeste;CUIABA CC;825.02
2026-01-24;2026-01-30;2026;1;4;PMO Janeiro 2026 - Revisão 4;249;SE;Sudeste/Centro-Oeste;PORSUD I;834.61
2026-01-24;2026-01-30;2026;1;4;PMO Janeiro 2026 - Revisão 4;250;SE;Sudeste/Centro-Oeste;PORSUD II;836.73
2026-01-24;2026-01-30;2026;1;4;PMO Janeiro 2026 - Revisão 4;334;SE;Sudeste/Centro-Oeste;W.ARJONA;841.11
2026-01-24;2026-01-30;2026;1;4;PMO Janeiro 2026 - Revisão 4;63;SE;Sudeste/Centro-Oeste;AUR.CHAVES;841.37
2026-01-24;2026-01-30;2026;1;4;PMO Janeiro 2026 - Revisão 4;47;SE;Sudeste/Centro-Oeste;TERMORIO;842.32
2026-01-24;2026-01-30;2026;1;4;PMO Janeiro 2026 - Revisão 4;15;SE;Sudeste/Centro-Oeste;LUIZORMELO;914.11
2026-01-24;2026-01-30;2026;1;4;PMO Janeiro 2026 - Revisão 4;251;SE;Sudeste/Centro-Oeste;POVOACAO I;958.82
2026-01-24;2026-01-30;2026;1;4;PMO Janeiro 2026 - Revisão 4;60;SE;Sudeste/Centro-Oeste;NORTEFLU;966.31
2026-01-24;2026-01-30;2026;1;4;PMO Janeiro 2026 - Revisão 4;49;SE;Sudeste/Centro-Oeste;VIANA;975.44
2026-01-24;2026-01-30;2026;1;4;PMO Janeiro 2026 - Revisão 4;90;SE;Sudeste/Centro-Oeste;M.LAGO;1011.95
2026-01-24;2026-01-30;2026;1;4;PMO Janeiro 2026 - Revisão 4;62;SE;Sudeste/Centro-Oeste;SEROPEDICA;1068.51
2026-01-24;2026-01-30;2026;1;4;PMO Janeiro 2026 - Revisão 4;54;SE;Sudeste/Centro-Oeste;JUIZ DE FO;1078.63
2026-01-24;2026-01-30;2026;1;4;PMO Janeiro 2026 - Revisão 4;253;SE;Sudeste/Centro-Oeste;VIANA I;1096.46
2026-01-24;2026-01-30;2026;1;4;PMO Janeiro 2026 - Revisão 4;110;SE;Sudeste/Centro-Oeste;FGASPARIAN;1294.25
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;212;N;Norte;MARANHAO3;116.1
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;201;N;Norte;APARECIDA;149.0
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;205;N;Norte;MANAUARA;149.0
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;203;N;Norte;C. ROCHA;149.0
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;140;N;Norte;UTE MAUA 3;149.0
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;207;N;Norte;PONTA NEGR;149.0
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;204;N;Norte;JARAQUI;149.0
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;209;N;Norte;TAMBAQUI;149.0
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;239;N;Norte;PARNAIBA_V;231.22
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;326;N;Norte;JAGUATI II;289.25
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;36;N;Norte;MARANHAOIV;293.89
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;21;N;Norte;MARANHAO V;293.89
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;46;N;Norte;N.VENECIA2;308.35
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;176;N;Norte;P. ITAQUI;309.35
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;324;N;Norte;CANTA;555.69
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;323;N;Norte;BONFIM;555.69
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;329;N;Norte;PAU RAINHA;555.69
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;330;N;Norte;SANTA LUZ;555.69
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;116;N;Norte;PARNAIB_IV;759.24
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;322;N;Norte;BBF BALIZA;876.44
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;73;N;Norte;GERAMAR1;900.08
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;70;N;Norte;GERAMAR2;900.08
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;327;N;Norte;M.C.SUCUBA;1738.08
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;328;N;Norte;PALMAPLAN;1864.46
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;57;NE;Nordeste;MARACANAU;0.0
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;144;NE;Nordeste;PETROLINA;0.0
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;106;NE;Nordeste;ERB CANDEI;118.93
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;147;NE;Nordeste;PROSPERIDA;224.31
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;223;NE;Nordeste;PROSP_III;228.55
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;241;NE;Nordeste;PROSP_II;271.14
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;224;NE;Nordeste;PSERGIPE I;300.35
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;167;NE;Nordeste;P.PECEM1;306.64
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;163;NE;Nordeste;P.PECEM2;317.47
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;83;NE;Nordeste;JS_PEREIRA;450.86
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;98;NE;Nordeste;PERNAMBU_3;741.18
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;96;NE;Nordeste;TERMOPE;806.73
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;170;NE;Nordeste;SUAPE II;875.88
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;43;NE;Nordeste;C.FURTADO;984.89
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;55;NE;Nordeste;GLOBAL II;1104.92
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;53;NE;Nordeste;GLOBAL I;1104.92
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;152;NE;Nordeste;TERMOCABO;1504.27
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;151;NE;Nordeste;POTIGUAR;1838.2
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;161;NE;Nordeste;POTIGUAR_3;1838.2
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;69;NE;Nordeste;TERMOPB;1840.95
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;67;NE;Nordeste;TERMONE;1840.95
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;52;NE;Nordeste;CAMPINA_GR;2085.48
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;58;NE;Nordeste;TERMOCEARA;2237.72
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;235;NE;Nordeste;C.MURICY 2;2295.76
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;162;NE;Nordeste;PECEM 2;2319.64
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;254;S;Sul;B.BONITA I;0.0
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;35;S;Sul;URUGUAIANA;0.0
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;107;S;Sul;PAMPA SUL;105.94
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;149;S;Sul;SAO SEPE;118.84
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;24;S;Sul;J.LACER. C;347.2
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;25;S;Sul;J.LACER. B;406.71
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;27;S;Sul;J.LAC. A2;416.4
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;26;S;Sul;J.LAC. A1;518.92
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;156;S;Sul;CANDIOTA_3;519.71
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;48;S;Sul;ARAUCARIA;969.68
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;64;S;Sul;S.TIARAJU;1375.2
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;182;SE;Sudeste/Centro-Oeste;PALMEIR_GO;0.0
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;183;SE;Sudeste/Centro-Oeste;ATLANTICO;0.0
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;434;SE;Sudeste/Centro-Oeste;W.ARJONA O;0.0
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;65;SE;Sudeste/Centro-Oeste;ATLAN_CSA;0.0
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;108;SE;Sudeste/Centro-Oeste;XAVANTES;0.0
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;194;SE;Sudeste/Centro-Oeste;TNORTE 2;0.0
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;248;SE;Sudeste/Centro-Oeste;MPPAULINIA;0.0
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;153;SE;Sudeste/Centro-Oeste;DAIA;0.0
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;13;SE;Sudeste/Centro-Oeste;ANGRA 2;20.12
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;1;SE;Sudeste/Centro-Oeste;ANGRA 1;31.17
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;236;SE;Sudeste/Centro-Oeste;M.AZUL;128.17
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;229;SE;Sudeste/Centro-Oeste;O.PINTADA;152.33
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;146;SE;Sudeste/Centro-Oeste;UTE STA VI;164.56
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;4;SE;Sudeste/Centro-Oeste;ST.CRUZ 34;310.41
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;211;SE;Sudeste/Centro-Oeste;BAIXADA FL;314.89
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;86;SE;Sudeste/Centro-Oeste;SANTA CRUZ;319.46
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;97;SE;Sudeste/Centro-Oeste;CUBATAO;342.53
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;238;SE;Sudeste/Centro-Oeste;UTE GNA II;445.95
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;137;SE;Sudeste/Centro-Oeste;UTE GNA I;617.01
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;246;SE;Sudeste/Centro-Oeste;KARKEY 019;703.1
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;245;SE;Sudeste/Centro-Oeste;KARKEY 013;703.1
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;68;SE;Sudeste/Centro-Oeste;TRES LAGOA;766.64
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;12;SE;Sudeste/Centro-Oeste;CUIABA CC;825.02
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;249;SE;Sudeste/Centro-Oeste;PORSUD I;834.61
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;250;SE;Sudeste/Centro-Oeste;PORSUD II;836.73
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;334;SE;Sudeste/Centro-Oeste;W.ARJONA;841.11
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;63;SE;Sudeste/Centro-Oeste;AUR.CHAVES;841.37
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;47;SE;Sudeste/Centro-Oeste;TERMORIO;842.32
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;15;SE;Sudeste/Centro-Oeste;LUIZORMELO;914.11
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;60;SE;Sudeste/Centro-Oeste;NORTEFLU;953.55
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;251;SE;Sudeste/Centro-Oeste;POVOACAO I;958.82
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;49;SE;Sudeste/Centro-Oeste;VIANA;975.44
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;90;SE;Sudeste/Centro-Oeste;M.LAGO;1011.95
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;62;SE;Sudeste/Centro-Oeste;SEROPEDICA;1068.51
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;54;SE;Sudeste/Centro-Oeste;JUIZ DE FO;1078.63
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;253;SE;Sudeste/Centro-Oeste;VIANA I;1096.46
2026-01-31;2026-02-06;2026;2;0;PMO Fevereiro 2026;110;SE;Sudeste/Centro-Oeste;FGASPARIAN;1294.25
2026-02-07;2026-02-13;2026;2;1;PMO Fevereiro 2026 - Revisão 1;212;N;Norte;MARANHAO3;116.1
2026-02-07;2026-02-13;2026;2;1;PMO Fevereiro 2026 - Revisão 1;140;N;Norte;UTE MAUA 3;213.34
2026-02-07;2026-02-13;2026;2;1;PMO Fevereiro 2026 - Revisão 1;204;N;Norte;JARAQUI;213.34
2026-02-07;2026-02-13;2026;2;1;PMO Fevereiro 2026 - Revisão 1;209;N;Norte;TAMBAQUI;213.34
2026-02-07;2026-02-13;2026;2;1;PMO Fevereiro 2026 - Revisão 1;203;N;Norte;C. ROCHA;213.34
2026-02-07;2026-02-13;2026;2;1;PMO Fevereiro 2026 - Revisão 1;201;N;Norte;APARECIDA;213.34
2026-02-07;2026-02-13;2026;2;1;PMO Fevereiro 2026 - Revisão 1;205;N;Norte;MANAUARA;213.34
2026-02-07;2026-02-13;2026;2;1;PMO Fevereiro 2026 - Revisão 1;207;N;Norte;PONTA NEGR;213.34
2026-02-07;2026-02-13;2026;2;1;PMO Fevereiro 2026 - Revisão 1;239;N;Norte;PARNAIBA_V;226.34
2026-02-07;2026-02-13;2026;2;1;PMO Fevereiro 2026 - Revisão 1;326;N;Norte;JAGUATI II;289.25
2026-02-07;2026-02-13;2026;2;1;PMO Fevereiro 2026 - Revisão 1;46;N;Norte;N.VENECIA2;308.35
2026-02-07;2026-02-13;2026;2;1;PMO Fevereiro 2026 - Revisão 1;176;N;Norte;P. ITAQUI;310.78
2026-02-07;2026-02-13;2026;2;1;PMO Fevereiro 2026 - Revisão 1;36;N;Norte;MARANHAOIV;446.77
2026-02-07;2026-02-13;2026;2;1;PMO Fevereiro 2026 - Revisão 1;21;N;Norte;MARANHAO V;446.77
2026-02-07;2026-02-13;2026;2;1;PMO Fevereiro 2026 - Revisão 1;330;N;Norte;SANTA LUZ;555.69
2026-02-07;2026-02-13;2026;2;1;PMO Fevereiro 2026 - Revisão 1;323;N;Norte;BONFIM;555.69
2026-02-07;2026-02-13;2026;2;1;PMO Fevereiro 2026 - Revisão 1;324;N;Norte;CANTA;555.69
2026-02-07;2026-02-13;2026;2;1;PMO Fevereiro 2026 - Revisão 1;329;N;Norte;PAU RAINHA;555.69
2026-02-07;2026-02-13;2026;2;1;PMO Fevereiro 2026 - Revisão 1;116;N;Norte;PARNAIB_IV;788.17
2026-02-07;2026-02-13;2026;2;1;PMO Fevereiro 2026 - Revisão 1;322;N;Norte;BBF BALIZA;876.44
2026-02-07;2026-02-13;2026;2;1;PMO Fevereiro 2026 - Revisão 1;73;N;Norte;GERAMAR1;913.46
2026-02-07;2026-02-13;2026;2;1;PMO Fevereiro 2026 - Revisão 1;70;N;Norte;GERAMAR2;913.46
2026-02-07;2026-02-13;2026;2;1;PMO Fevereiro 2026 - Revisão 1;327;N;Norte;M.C.SUCUBA;1738.08
2026-02-07;2026-02-13;2026;2;1;PMO Fevereiro 2026 - Revisão 1;328;N;Norte;PALMAPLAN;1864.46
2026-02-07;2026-02-13;2026;2;1;PMO Fevereiro 2026 - Revisão 1;57;NE;Nordeste;MARACANAU;0.0
2026-02-07;2026-02-13;2026;2;1;PMO Fevereiro 2026 - Revisão 1;144;NE;Nordeste;PETROLINA;0.0
2026-02-07;2026-02-13;2026;2;1;PMO Fevereiro 2026 - Revisão 1;106;NE;Nordeste;ERB CANDEI;118.93
2026-02-07;2026-02-13;2026;2;1;PMO Fevereiro 2026 - Revisão 1;147;NE;Nordeste;PROSPERIDA;224.31
2026-02-07;2026-02-13;2026;2;1;PMO Fevereiro 2026 - Revisão 1;223;NE;Nordeste;PROSP_III;228.55
2026-02-07;2026-02-13;2026;2;1;PMO Fevereiro 2026 - Revisão 1;241;NE;Nordeste;PROSP_II;280.49
2026-02-07;2026-02-13;2026;2;1;PMO Fevereiro 2026 - Revisão 1;167;NE;Nordeste;P.PECEM1;308.16
2026-02-07;2026-02-13;2026;2;1;PMO Fevereiro 2026 - Revisão 1;224;NE;Nordeste;PSERGIPE I;311.29
2026-02-07;2026-02-13;2026;2;1;PMO Fevereiro 2026 - Revisão 1;163;NE;Nordeste;P.PECEM2;318.91
2026-02-07;2026-02-13;2026;2;1;PMO Fevereiro 2026 - Revisão 1;83;NE;Nordeste;JS_PEREIRA;450.86
2026-02-07;2026-02-13;2026;2;1;PMO Fevereiro 2026 - Revisão 1;98;NE;Nordeste;PERNAMBU_3;753.06
2026-02-07;2026-02-13;2026;2;1;PMO Fevereiro 2026 - Revisão 1;96;NE;Nordeste;TERMOPE;826.55
2026-02-07;2026-02-13;2026;2;1;PMO Fevereiro 2026 - Revisão 1;170;NE;Nordeste;SUAPE II;890.08
2026-02-07;2026-02-13;2026;2;1;PMO Fevereiro 2026 - Revisão 1;43;NE;Nordeste;C.FURTADO;1024.43
2026-02-07;2026-02-13;2026;2;1;PMO Fevereiro 2026 - Revisão 1;53;NE;Nordeste;GLOBAL I;1120.77
2026-02-07;2026-02-13;2026;2;1;PMO Fevereiro 2026 - Revisão 1;55;NE;Nordeste;GLOBAL II;1120.77
2026-02-07;2026-02-13;2026;2;1;PMO Fevereiro 2026 - Revisão 1;152;NE;Nordeste;TERMOCABO;1495.67
2026-02-07;2026-02-13;2026;2;1;PMO Fevereiro 2026 - Revisão 1;69;NE;Nordeste;TERMOPB;1831.39
2026-02-07;2026-02-13;2026;2;1;PMO Fevereiro 2026 - Revisão 1;67;NE;Nordeste;TERMONE;1831.39
2026-02-07;2026-02-13;2026;2;1;PMO Fevereiro 2026 - Revisão 1;151;NE;Nordeste;POTIGUAR;1841.86
2026-02-07;2026-02-13;2026;2;1;PMO Fevereiro 2026 - Revisão 1;161;NE;Nordeste;POTIGUAR_3;1841.86
2026-02-07;2026-02-13;2026;2;1;PMO Fevereiro 2026 - Revisão 1;52;NE;Nordeste;CAMPINA_GR;2076.29
2026-02-07;2026-02-13;2026;2;1;PMO Fevereiro 2026 - Revisão 1;58;NE;Nordeste;TERMOCEARA;2244.4
2026-02-07;2026-02-13;2026;2;1;PMO Fevereiro 2026 - Revisão 1;235;NE;Nordeste;C.MURICY 2;2301.01
2026-02-07;2026-02-13;2026;2;1;PMO Fevereiro 2026 - Revisão 1;162;NE;Nordeste;PECEM 2;2324.95
2026-02-07;2026-02-13;2026;2;1;PMO Fevereiro 2026 - Revisão 1;254;S;Sul;B.BONITA I;0.0
2026-02-07;2026-02-13;2026;2;1;PMO Fevereiro 2026 - Revisão 1;35;S;Sul;URUGUAIANA;0.0
2026-02-07;2026-02-13;2026;2;1;PMO Fevereiro 2026 - Revisão 1;107;S;Sul;PAMPA SUL;105.94
2026-02-07;2026-02-13;2026;2;1;PMO Fevereiro 2026 - Revisão 1;149;S;Sul;SAO SEPE;118.84
2026-02-07;2026-02-13;2026;2;1;PMO Fevereiro 2026 - Revisão 1;24;S;Sul;J.LACER. C;347.2
2026-02-07;2026-02-13;2026;2;1;PMO Fevereiro 2026 - Revisão 1;25;S;Sul;J.LACER. B;406.71
2026-02-07;2026-02-13;2026;2;1;PMO Fevereiro 2026 - Revisão 1;27;S;Sul;J.LAC. A2;416.39
2026-02-07;2026-02-13;2026;2;1;PMO Fevereiro 2026 - Revisão 1;26;S;Sul;J.LAC. A1;518.9
2026-02-07;2026-02-13;2026;2;1;PMO Fevereiro 2026 - Revisão 1;156;S;Sul;CANDIOTA_3;519.16
2026-02-07;2026-02-13;2026;2;1;PMO Fevereiro 2026 - Revisão 1;48;S;Sul;ARAUCARIA;900.0
2026-02-07;2026-02-13;2026;2;1;PMO Fevereiro 2026 - Revisão 1;64;S;Sul;S.TIARAJU;1374.17
2026-02-07;2026-02-13;2026;2;1;PMO Fevereiro 2026 - Revisão 1;153;SE;Sudeste/Centro-Oeste;DAIA;0.0
2026-02-07;2026-02-13;2026;2;1;PMO Fevereiro 2026 - Revisão 1;248;SE;Sudeste/Centro-Oeste;MPPAULINIA;0.0
2026-02-07;2026-02-13;2026;2;1;PMO Fevereiro 2026 - Revisão 1;194;SE;Sudeste/Centro-Oeste;TNORTE 2;0.0
2026-02-07;2026-02-13;2026;2;1;PMO Fevereiro 2026 - Revisão 1;383;SE;Sudeste/Centro-Oeste;ATLANTICO;0.0
2026-02-07;2026-02-13;2026;2;1;PMO Fevereiro 2026 - Revisão 1;182;SE;Sudeste/Centro-Oeste;PALMEIR_GO;0.0
2026-02-07;2026-02-13;2026;2;1;PMO Fevereiro 2026 - Revisão 1;434;SE;Sudeste/Centro-Oeste;W.ARJONA O;0.0
2026-02-07;2026-02-13;2026;2;1;PMO Fevereiro 2026 - Revisão 1;108;SE;Sudeste/Centro-Oeste;XAVANTES;0.0
2026-02-07;2026-02-13;2026;2;1;PMO Fevereiro 2026 - Revisão 1;13;SE;Sudeste/Centro-Oeste;ANGRA 2;20.12
2026-02-07;2026-02-13;2026;2;1;PMO Fevereiro 2026 - Revisão 1;1;SE;Sudeste/Centro-Oeste;ANGRA 1;31.17
2026-02-07;2026-02-13;2026;2;1;PMO Fevereiro 2026 - Revisão 1;236;SE;Sudeste/Centro-Oeste;M.AZUL;133.71
2026-02-07;2026-02-13;2026;2;1;PMO Fevereiro 2026 - Revisão 1;229;SE;Sudeste/Centro-Oeste;O.PINTADA;152.33
2026-02-07;2026-02-13;2026;2;1;PMO Fevereiro 2026 - Revisão 1;146;SE;Sudeste/Centro-Oeste;UTE STA VI;164.56
2026-02-07;2026-02-13;2026;2;1;PMO Fevereiro 2026 - Revisão 1;4;SE;Sudeste/Centro-Oeste;ST.CRUZ 34;310.41
